英文原文,中文原文,libre译文,llama2译文,atom-7B译文,bleu_score_libre,bleu_score_llama2,bleu_score_atom-7B
I 'm very emotional because my family are here as well,我 很 激动 ， 因为 我 的 家人 也 在 现场,"我很情绪化,因为我的家人也在这里","
我很感性，因为我的家人都在这里。(wǒ hěn gǎn xìn, yīn wèi le yīn de jiā ren dōu zài zhè lǐ.)","""我很激动，因为我的家人也在这里。""",0.660578259,0.109108945,0.7385489458759964
I 'm very pleased for it to have happened at Newmarket because this is where I landed 30 years ago .,我 对 自己 在 纽马 基特 取得 的 成绩 感到高兴 ， 因为 30 年前 我 就 是从 这里 起步 的 。,我很高兴它发生在纽马市 因为这是我30年前降落的地方.,"
我很高兴这件事情发生在纽马克特，因为这是我30年前的到达地点。(wǒ hěn gāoxìng zhè yī jīn shì qùshí zài niǔmǎkètè, yīnwèi zhè shì wǒ 30 nián qù de dàochuī de dìfāng.)","""I'm very pleased for it to have happened at Newmarket because this is where I landed 30 years ago."" 的中文翻译是：""我很高兴这件事发生在纽卡素，因为我三十年前就是在这里着陆的。""",0.135342241,0.031311215,6.220686189616977e-155
"it 's not a big meeting , it 's not a Royal Ascot - it 's a mundane Friday night with 20,000 people .","这 不是 一场 大规模 的 赛马会 ， 也 不是 英国皇家 爱斯科 赛马会   ( Royal   Ascot ) ， 这 只是 一个 有着 20 , 000 名 观众 的 普通 的 周五 晚上 。","这不是一个大会议, 这不是一个皇家Ascot - 这是一个平凡的星期五晚上 与20,000人.","
Translation:

不是一个大会议，不是皇家阿斯科特——只是一个平庸的星期五晚上，有 20,000 人。","""这不是一个大型会议，也不是皇家阿斯科特——它是一个平淡无奇的周五晚上，有2万人参与。""",0.190420548,0.170384484,0.18907776827335915
I 'm relieved and very humble .,我 很 欣慰 ， 也 很 谦恭 。,"我解脱了,非常谦卑.","
我很高兴，也很谨慎。(wǒ hěn gāo xìng, yě hěn jìn shū)

Note: 高兴 (gāo xìng) means ""relieved"" or ""happy"", while 谨慎 (jìn shū) means ""humble"" or ""modest"".",{我松了一口气，倍感谦卑。},5.64e-155,0.041903774,0.0
Dettori soaks up the cheers as he brings in predilection after victory,戴图理 在 获胜 后 牵来 了   Predilection ， 引起 了 全场欢呼,德托里在胜利后 引来狂欢的欢呼声,"
 Chinese Translation:
騎師濯掌掌歡迎為他帶來的優勝後的偏好。 (dettori soaks up the cheers as he brings in predilection after victory)

Note: 濯掌 (dettori) is a common term used in Chinese to refer to a jockey. 優勝 (victory) and 偏好 (predilection) are the translation of the words ""victory"" and ""predilection"" in Chinese.",{德托里吸收欢呼声，因为他赢得了胜利},6.2900000000000005e-155,0.0,4.497548684366688e-155
"two jockeys have reached the milestone in jump racing - champion jockey Richard Johnson and retired 20  time champion Sir Anthony McCoy , who had more than 4,300 victories in a record  breaking career .","在 障碍赛 领域 ， 有 两名 骑师 取得 了 这 一 成就 ， 他们 分别 是 冠军 骑师 理查德 · 约翰逊   ( Richard   Johnson )   和 现已 退役 的 20 届 冠军 麦考伊   ( Anthony   McCoy )   爵士 ， 其中 麦考伊 爵士 在 其 破纪录 的 职业生涯 中 取得 了 超过 4 , 300 场 胜利 。","两位骑师已经达到了跳跃赛的里程碑——冠军骑师理查德·约翰逊并退休了20名时间冠军安东尼·麦考伊爵士,他在破纪录的职业生涯中获得了4300多场胜利.","
中文翻译：

两名骑手在跳栏赛事中达到里程碑 – 冠军骑手理查德·约翰逊和退休的20次冠军骑手安东尼·麦科伊，他的职业生涯中赢得了超过4,300场胜利，创下了纪录。",{两个骑手已经达到了跳马比赛的里程碑——冠军骑手理查德·约翰逊和退役20次冠军安东尼·麦科伊，他在职业生涯中赢得了4300多场比赛的胜利。},0.225680806,0.273325995,0.1212738384991673
"Lester Piggott , nine  time Derby winner , 4,493 career wins","柏葛是 九届 德 比赛 冠军 ， 在 其 职业生涯 中共 取得 了 4 , 493 场 胜利","Lester Piggott, 9 次德比取胜, 4,493次职业生涯取胜","
லேச்டர் பிக்காட், தேர்வின் விநாயகம், 4,493 பேர்வீர் விநாயகம்.",莱斯特·皮戈特，九次胜出德比杯，职业生涯总战绩为4493胜。,0.181746992,0.046659064,3.455939483683493e-155
Frankie is one of the best jockeys of the modern era and it is no surprise he has reached this landmark so few have achieved before him .,戴图理 是 当代 最棒 的 骑师 之一 ， 所以 他 取得 这一 里程碑式 成就 也 就 不足为奇 了 ， 在 他 之前 取得 这一 成就 的 人 不 多 。,Frankie是现代最好的骑师之一.,"
法蘭基是現代時代最優秀的騎師之一，他 дости到了很少人前所未 дости到的里程碑。 (fā lán kī shì xiàn dài shí jì zhī de yī zhī zhāng yī zhī zhāng zhī zhī)",{弗兰基是现代时期最优秀的骑手之一，他达到这个里程碑并不令人惊讶，因为之前很少有人能达到这个成就。},0.031025213,3.96e-155,7.319044249449567e-155
"he is stylish and strong , but it is his tactical nous that sets him apart from others in the weighing room .",他 时尚 而 健硕 ， 但是 真正 让 他 在 称重 室 中 脱颖而出 的 却是 他 在 战术 上 的 理性 。,"他的风格和强壮, 但他的战术名词 使他与其他人分开 在重量室.","
他是时尚和强大的，但是他的战略性思维是与其他评测室中的人不同的。

(Note: ""评测室"" is a more accurate translation of ""weighing room"" in this context, as it refers to a room where people are weighed or assessed, rather than a room where weights are measured.)",他时尚而强壮，但正是他的战术智慧使他在拳击场上与其他人有所不同。,8.54e-155,4.97e-155,0.23785445162028018
"he is a fantastic ambassador for racing , his enthusiasm and charisma have been drawing fans to the sport for years .",他 是 一位 了不起 的 马术 大使 ， 多年 来 ， 他 的 热情 和 魅力 为 这项 运动 吸引 了 大量 粉丝 。,他的热情和魅力多年来一直吸引着球迷参加这项运动.,"
他是一位卓越的赛车大使，他的热情和魅力已经吸引了许多粉丝到这项运动中来。 (tā shì yī zhī de pèi zhì zhī, tā de rè qíng yǔ xiāng xiǎng le yī zhī zhī zhī zhī zhī)",他是一位出色的赛车大使，他的热情和魅力多年来吸引着无数粉丝。,0.335193215,0.159923255,0.4531504751815954
"I said to Frankie a few weeks ago at Epsom he 'd have ridden 6,000 winners if he wasn 't just a weekend and big  race jockey !","几周 前 ， 我 在   Epsom   跟 戴 图理 说 ， 如果 他 不仅仅 是 一个 周末 与 大赛 骑师 ， 他 应该 已经 能 取得 6 , 000 场 胜利 了 ！",我几周前在埃普索姆对弗兰基说过 如果他不只是周末和大赛车手的话 他就会赢6000人!,"
我很喜欢跑道， vorbei an Frankie 有一个礼拜ago 在 Epsom  told  him  he'd have ridden 6,000 winners if he wasn't just a weekend and big race jockey!"")",{我说给弗兰基几周前在埃普索姆，如果他不是只是周末和重大赛事骑师，他会赢得6000场比赛！},0.141808326,0.119037979,0.14824219554604826
"seriously though , Frankie 's been riding winners in the UK for the best part of 30 years which is great to see .",说真的 ， 戴图理 堪称 英国 三十年 来 最好 的 马术 获胜者 ， 这 一点 太 重要 了 。,frankie在英国度过了30年最美好的时光.,"
严重地说，Frankie已经在英国赢得了30年的许多赛事，这真的很酷。 (yán zhì de shuō, Frankie yǐ jīng zài yīngguó jué dé le gèng duō zhèng yīngrán de sài shì, zhè shì hěn shūo.)",【认真说来，Frankie在英国已经赢得了大部分三十年，这是非常好看的。】,5.34e-155,3.42e-155,6.9118789673669984e-155
"he 's a lively character which is good for British racing but more than that , he 's an incredible jockey .",他 性格 活泼 ， 这 对 英国 赛马 来说 是 好事 ， 但是 除此之外 ， 他 还是 一位 不可思议 的 骑师 。,"他是一个活泼的人物,对英国赛车非常有利,但不止于此,他是一个不可思议的骑师.","
他是一个生动的人物，对英国赛跑来说是一个非常好的选择，但他更是一位出色的骑手。 (tā shì yī gè shēng dòng de rén wù, duì yīng guó sài chuī shì shì huan yì de yī yī hěn hǎo de jiǎng jockey)",他是一个活泼的个性，很适合英国赛马，但远不止于此，他还是一名出色的骑手。,0.212132034,0.049690399,0.2051956704170308
Frankie Dettori celebrated the milestone with a trademark flying dismount,戴图理 以 其 标志性 的 跳跃 下马 动作 庆祝 这一 里程碑,Frankie Dettori在庆祝这个里程碑时,"
法蘭基·德拉托里 celebra el hito con un característico desmontaje volador.

(Note: ""法蘭基·德拉托里"" is the Chinese name for Frankie Dettori)",弗兰基·德托里用标志性的飞跃下马庆祝了这个里程碑。,4.5e-155,0.0,0.17902871850985821
"from flying finishes to flying dismounts , Frankie Dettori has been the poster boy of British Flat racing for two decades .",从 跳跃 冲线 到 跳跃 下马 ， 二十年 来 ， 戴图理 一直 是 英国 平地 赛 领域 的 典型 代表 。,frankie Dettori是英国Flat赛车的海报男孩.,"
otranslation:

""飞行完成到飞行离地，法蘭基·德拉托利已經是英國平地賽馬的海報男孩了兩十年。""

(Note: ""法蘭基·德拉托利"" is the Chinese name for Frankie Dettori)",从飞马的终点到飞马的落马，弗兰基·德托里已经成为英国纯种马赛的代言人二十年了。,0.074229125,4.6e-155,7.973301625706314e-155
it has been a rollercoaster ride .,他 的 职业生涯 如 过山车 一般 。,它已经是一个过山车骑.,"
rollercoaster ride rollercoaster ride (noun phrase)

In this context, ""rollercoaster ride"" refers to a situation or experience that has been full of ups and downs, twists and turns, and unpredictable changes.

Chinese Translation:

rollercoaster ride 滚雪山 (gǔn shuāng shān)

This phrase is a metaphorical expression that describes a situation that is full of ups and downs, like a rollercoaster ride. The word ""滚"" (gǔn) means ""to roll"" or ""to tumble,"" and ""雪山"" (shuāng shān) means ""snow mountain."" Together, they convey the idea of a bumpy and unpredictable journey.",{它已经成为过山车之旅。},5.64e-155,0.0,5.637975647982813e-155
"stacks of big  race winners , including his famous 1996 ' Magnificent Seven ' at Ascot , but he also survived a plane crash and served a drugs ban .",他 获得 了 多场 大赛 的 冠军 ， 其中 包括 1996 年 在 英国皇家 爱斯科 赛马会 取得 的 著名 的 “ 七 连胜 ” ， 但是 ， 他 也 遭遇 了 坠机 事件 ， 还 因 服用 禁药 遭到 禁赛 。,"包括他于1996年在Ascot出名的""伟大的七人"".","
答案：

堆积了许多大赛的赢者，包括他在1996年的著名的「 magnanimous Seven 」在 Ascot 的赛事，但他还经历了一次飞机失事和服用禁药的禁令。","{堆叠着的大赢家赛驹，包括他在阿斯科特的著名1996年的""辉煌七匹狼""，但他也曾经受过飞机失事和禁药处罚。}",0.057294536,0.25928369,0.1729305721803508
"three years ago he initially struggled when returning from that six  month suspension , but he showed formidable strength of character to defy the doubters and return to his best .",三年 前 ， 当 他 在 六个月 禁期 结束 后 重回 赛场 时 ， 曾一度 很 吃力 。 但是 ， 他 表现 出 了 惊人 的 性格 优势 ， 并 终于 重回 巅峰 ， 给 那些 持 怀疑 态度 的 人 当头一棒 。,"三年前,他刚从那六个月的停职中回来, 开始挣扎.","
三年前，他返回时Initially struggled After six month suspension，但他展现出强大的人格韧性，战胜了怀疑的人，并返回到了最佳的状态。",三年前，当他从六个月的禁赛归来时，起初面临了一定的困难，但他展现出非凡的毅力，战胜了怀疑者，回到了最佳状态。,0.038847929,0.125926269,0.14587378051345756
"and he may not be done for some time - Dettori has previously said he would like to carry on competing until the age of 50 , at least .",他 或许 做不了 太 长时间 了 — — 戴图理 之前 曾 说 过 ， 他 希望 至少 能 参赛 到 50 岁 前 。,dettori曾说过他想继续比赛到50岁.,"
他可能还需要一些时间，因为德托里以前曾表示他想在50岁左右继续竞争。","""他还可能需要一段时间才能完成 - 德托里之前说过，他希望能够一直比赛到50岁，至少。""",0.205894043,0.098729976,0.300964632714423
Russia 's Putin sacks chief of staff Sergei Ivanov,俄罗斯 总统 普京 解除 谢尔盖 · 伊万诺夫 办公厅 主任 职务,俄罗斯普京解雇参谋长谢尔盖·伊万诺夫,"
中国的普京炒锅 Sergei Ivanov",俄罗斯总统普京解除了首席助理谢尔盖·伊万诺夫的职务。,0.317869712,3.13e-155,0.5504818825631803
Russian President Vladimir Putin has unexpectedly dismissed his chief of staff Sergei Ivanov .,俄罗斯 总统 弗拉基米尔 · 普京   ( Vladimir   Putin )   出乎意料 地 解除 了 谢尔盖 · 伊万诺夫   ( Sergei   Ivanov )   的 总统 办公厅 主任 职务 。,俄罗斯总统普京意外解除参谋长谢尔盖·伊万诺夫的职务.,"
Putin突然解雇了他的首席助手谢苗沃夫。 (pǔ tán jì lü pū tán shǒu zhě bù zhī zhèng yì wèn tán zhī)",{俄罗斯总统普京突然解除了他的首席助理伊万诺夫。},0.140837407,4.8100000000000005e-155,0.11020650677985892
Mr Ivanov has been part of Mr Putin 's trusted inner circle for many years .,多年 来 ， 伊万诺夫 先生 一直 是 深得 普京 先生 信任 的 核心 集团 的 一 分子 。,伊万诺夫先生多年来一直是普京先生信任的圈子的一部分.,"
伊万诺夫已经是普京的信任内圈成员多年。 (Yì wàn nuò fū zhī yě jiāng shì pū jīng de xìn àng nérie zuò yuè)",{伊万诺夫先生多年来一直属于普京总统信任的内圈。},0.486041296,5.33e-155,0.288346211906807
the 63  year  old has now been made a special representative for environmental and transport issues .,现年 63 岁 的 伊万诺夫 如今 已 被 任命 为 环境 与 交通 问题 特别 代表 。,现已成为环境与运输问题特别代表.,"
 Chen laoshi yue 63 sui le, zhe shi zhong yu jing ying zhong zheng yuan de te yu li ying zhong zheng zhe. (chen laoshi: Mr./Ms. Chen, 63 sui le: 63 years old, zhe shi zhong yu jing ying zhong zheng yuan: has now been made a special representative, te yu li ying zhong zheng zhe: for environmental and transport issues)",{这位63岁的人现在已经成为环境运输问题的特别代表。},0.187646229,1.71e-155,0.27788213144452467
"a statement from the Kremlin said that Mr Putin had "" decreed to relieve Ivanov of his duties as head of the Russian presidential administration , "" but gave no reason .",克里姆林宫 的 一份 声明 称 ， 普京 先生 已 “ 宣布 解除 伊万诺夫 的 俄罗斯 总统 办公厅 主任 一职 ， ” 但是 没有 给出 原因 。,"克里姆林宫的一份声明说,普京先生 "" 下令免除伊万诺夫作为俄罗斯总统行政当局负责人的职务 "" ,但没有任何理由.","
克里姆林 palace 发表声明，说普京总统决定解除伊万诺夫的俄罗斯总统行政办公室主任职务，但没有提供任何原因。",[俄方发言人表示，普京总统已经下令免去伊万诺夫总统行政办公室主任一职，但未给出理由。],0.302765035,0.279155324,0.11369840667387848
"Mr Ivanov 's deputy since 2012 , Anton Vaino , has been appointed as his successor .",2012 年 开始 担任 伊万诺夫 先生 副手 的 安东 · 瓦伊 诺   ( Anton   Vaino )   已获 任命 为 他 的 接任 者 。,安东·瓦伊诺(Anton Vaino)自2012年起.,"
ivanov的副手自2012年起，安东·瓦伊诺，已被任命为他的继任者。 (word-for-word translation)

或者

ivanov的副手安东·瓦伊诺自2012年起被任命为他的继任者。 (more idiomatic translation)","""Mr Ivanov's deputy since 2012, Anton Vaino, has been appointed as his successor."" 翻译为：""自2012年以来，伊万诺夫的副手安东·维诺被任命为继任者。""",0.307257681,0.208421967,0.17690238084063178
"Mr Vaino , 44 , is a former diplomat .",瓦伊 诺 先生 现年 44 岁 ， 是 一名 前 外交官 。,瓦伊诺先生44岁 是个前外交官.,"
Mr. Vaino，44岁，是一名前外交官。","{Mr Vaino , 44 , is a former diplomat .}

{Mr Vaino , 44 , 是 一位前外交官 .}",0.603224945,0.516873771,0.08512565307587489
"born in the Estonian capital Tallinn in 1972 , he graduated from the prestigious Moscow State Institute of International Relations ( MGIMO ) and served in the Tokyo embassy .",他 1972 年 出生 在 爱沙尼亚 首都 塔林 ， 毕业 于 著名 的 莫斯科 国立 国际关系学院   ( MGIMO ) ， 在 东京 大使馆 工作 过 。,"他于1972年生于爱沙尼亚首都塔林,毕业于著名的莫斯科国立国际关系学院,并在东京大使馆任职.","
生于1972年的塔林，他从莫斯科国际关系学院（MGIMO）毕业，并在东京大使馆服务。

(Note: Please note that the translation is in Simplified Chinese, which is the standard dialect used in mainland China. If you need Traditional Chinese translation, please let me know.)",他出生于爱沙尼亚首都塔林，于1972年出生，毕业于莫斯科国立国际关系学院（MGIMO），并在东京使馆工作过。,0.54568205,0.125845556,0.5075917233622042
"later he managed presidential protocol and government staff , the Kremlin website says ( in Russian ) .",后来 ， 他 管理 总统 草案 和 政府 员工 ， 克里姆林宫 网站 （ 使用 俄语 ） 如是说 。,克里姆林宫网站指出(俄文).,"
后来，他负责总统礼仪和政府人员，根据克里姆林 palace的网站（俄语）。","""后来他负责总统礼仪和政府官员，克里姆林宫网站说（用俄语）。""",0.080277876,0.277350098,0.3380617018914066
"on being appointed , he told Mr Putin : "" thank you for your trust . """,获 任命 后 ， 他 对 普京 先生 说 ： “ 谢谢您 的 信任 。 ”,"他告诉普京先生: "" 感谢你的信任","
他被任命后，他告诉普京：“谢谢你的信任。”",{在被任命时，他告诉普京：“感谢您的信任。”},0.272910251,0.369367426,0.19462473604038075
I think the administration 's most important task is to support your activity as head of state in terms of drafting laws and control over how your instructions are implemented .,我 认为 本 政府 最 重要 的 任务 就是 支持 国家元首 起草 法律 和 控制指令 实施 。,我认为政府最重要的任务是支持你作为国家元首在起草法律和控制如何执行你的指示方面的活动.,"
我认为管理者的最重要任务是支持你作为国家元首的活动，包括立法和对您的指示的执行控制。

(Note: 管理者 means ""administration"" in Chinese, and 国家元首 means ""head of state"".)","""I think the administration's most important task is to support your activity as head of state in terms of drafting laws and control over how your instructions are implemented.""

汉语翻译： ""我认为，政府最重要的任务是支持你在国家元首身份下的活动，包括起草法律和对指令的执行进行监督。""",0.359486814,0.095346259,0.14433756729740643
"Mr Putin told a Russian TV station on Friday that Mr Ivanov had asked to leave the post , and recommended that Mr Vaino should replace him .",普京 先生 周五 告诉 俄罗斯电视台 说 ， 伊万诺夫 先生 自己 要求 辞职 并 推荐 了 瓦伊 诺 先生 来 接任 自己 。,"Putin先生星期五告诉一家俄罗斯电视台, Ivanov先生要求离职.","
普京在星期五告诉俄罗斯电视台，伊万诺夫已经请求离任，并建议文纳瑙取代他。 (pǔ jìn ài shì qiān wǔ shì jī róng de diàn shì, yī wàn nèi fū yǐ qǐng qù yì, jiào gǎn yì qiū yì bù zhèng yì yì wèn ài.)",[普京星期五在俄罗斯电视台上告诉记者，普京建议伊万诺夫辞去总理一职，由瓦诺接替他的职位。],4.55e-155,0.024438266,6.345597032700595e-155
do the smiles convince ?,这样 的 笑容 令人信服 吗 ？,笑容能说服我吗?,"
「微笑让人信服吗？」","【这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：""这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子到中文：'这些卷曲的括号是让我翻译的，请翻译以下英文句子",8.61e-155,5.46e-155,4.931302777919004e-156
this is a move that has mystified Moscow .,莫斯科 对 此举 感到 不解 。,这个举动让莫斯科变得神秘.,"
这是一个让莫斯科发生惊讶的行动。 (zhè shì yī yī jīng kě yì de xíng dòng)

(Note: 莫斯科 (Mоско) is the Chinese name for Moscow)",{这个举动令莫斯科迷惑不解。},5.64e-155,2.1100000000000002e-155,5.637975647982813e-155
"Sergei Ivanov has long been one of Vladimir Putin 's closest allies and , like him , served in the Soviet security service , the KGB .",长期以来 ， 谢尔盖 · 伊万诺夫 一直 是 普京 最 亲密 的 助手 之一 ， 跟 普京 一样 ， 也 在 苏联 安全局 （ 克格勃 ） 工作 过 。,"谢尔盖·伊万诺夫长期是弗拉基米尔·普京最亲密的盟友之一,并与他一样在苏联安全部门克格勃服役.","
 Ivanov Sergei 长期以来一直是 Vladimir Putin 的 closest allies， similarly, he also served in the Soviet security service，KGB。

（译者：Please note that ""long"" in English can be translated as ""长期"" in Chinese, and ""closest"" can be translated as ""最亲近的"". Also, ""served"" in English can be translated as ""服役"" in Chinese.）",{谢尔盖·伊万诺夫长期以来一直是弗拉基米尔·普京的亲密盟友之一，和他一样，曾在苏联安全机构，即克格勃服役。},0.375904706,0.031718074,0.29351975428213706
as chief of staff he was one of the most powerful men in the country .,作为 办公厅 主任 ， 他 曾 是 该国 最具 影响力 的 人士 之一 。,作为参谋长 他是全国最有权力的人之一.,"
他作为首席助手是国家中最强大的人之一。",{作为参谋总长，他是国家中最有权势的人之一。},8.38e-155,8.86e-155,8.914422220094638e-155
in a meeting with President Putin shown on state television both men claimed that the chief of staff was stepping down at his own request .,在 国家 电视台 播出 的 一次 与 普京 总统 的 会 面上 ， 两 人均 称 是 这位 办公厅 主任 自己 要求 辞职 的 。,两人声称参谋长是应自己要求下台的.,"
會議中，與俄羅斯總統普京的電視聯播中，雙方都表示參謀長是自己requestted辭職。","""在俄罗斯国家电视台播出的与普京总统的会议中，两人都声称总参谋长是在他自己的请求下辞职的。""",0.051987205,5.04e-155,0.3600411499115478
"but despite the smiles for the cameras , few here are convinced - especially now , just before parliamentary elections .",尽管 在 镜头 前 满面笑容 ， 可是 几乎 没 人 信服 — — 特别 是 在 议会选举 之前 的 这个 时候 。,也很少有人相信.,"
但是，即使在摄像头前挟着笑脸，很少人信服——特别是现在，即将举行国会选举。","""但是尽管在摄像机面前微笑，这里很少有人深信不疑，特别是现在，就在议会选举前夕。""",0.0,0.307823473,0.206494263324474
so is this the fall  out from some kind of power struggle ?,所以 ， 这 是 在 某种 权力 争夺 中 落败 导致 的 吗 ？,"那么,这是从某种权力斗争中掉出?","
是这个 outcome 是一些Kind of power struggle 的后果吗？ (shì zhè ge outcome shì yī xiēng zhèng zhè de hòu guī zhī zhè de?)

(Note: ""fall out"" in this context means ""consequence"" or ""result"". ""power struggle"" means ""struggle for power"" or ""conflict for dominance"".)","""{那么这是某种权力斗争的结果吗?}？""",4.5100000000000004e-155,2.87e-155,6.8620047321432144e-155
no  one knows yet .,尚无 从 得知 。,没人知道.,"
不少人知道。 (bù shǎo rén zhī dào)

Note: 不少 (bù shǎo) means ""not yet"" or ""not sure"" in this context.",无人知晓。,0.0,0.0,0.0
"but the official claim - that a man once touted as a potential president , suddenly wanted to run Russia 's environmental policy - has been met with great scepticism .",但是 ， 官方 说法 — — 一个 曾 被 视为 总统 候选人 的 人选 突然 间 选择 执掌 俄罗斯 的 环境 政策 — — 引来 了 众多 怀疑 。,"但官方宣称, 一个曾经被夸耀为潜在总统的人, 突然想推行俄罗斯的环境政策.","
但官方的声明——一位曾被视为潜在的总统人选的男子，突然想管理俄罗斯的环境政策——已经被大量的怀疑。",{但是官方声称——一位曾经被看好成为总统的潜在人选，突然想要负责俄罗斯的环境政策——却受到了极大的怀疑。},0.193997302,0.395375567,0.3824088899852943
"in remarks to Mr Putin , quoted on the Kremlin website , Mr Ivanov said "" it 's true that in early 2012 I asked you , in a conversation , to entrust me with this very complicated post , even - you could say - troublesome post , for four years .","克里姆林宫 网站 上 引述 了 伊万诺夫 先生 与 普京 先生 的 对话 ， 他 说 ： "" 是 的 ， 2012 年初 ， 我 曾 在 一次 对话 中 请求 你 予以 我 这个 难 做 的 职位 ， 甚至 可以 说 是 麻烦 的 职位 ， 四年 的 任期 。 ""","ivanov先生在对Putin先生的评论中说, "" 在2012年初.","
我在2012年初向普京发表了评论，引述了我与您的对话，并表示：「确实是我在那个时候请求您将这个很复杂、甚至可以说是充满挑战的职位，委托给我，作为四年的任期。」","""In remarks to Mr Putin, quoted on the Kremlin website, Mr Ivanov said it's true that in early 2012 I asked you, in a conversation, to entrust me with this very complicated post, even - you could say - troublesome post, for four years.""

""在普京的官网上引用的伊万诺夫的留言中说，‘确实，在2012年初，我曾在一次谈话中要求您将这个复杂的职位交给我，即使可以说是麻烦的职位，为期四年。’""",0.03494342,0.316229004,0.17364765697218562
"well , it turns out that I 've been presidential chief of staff for four years and eight months .",""" 结果 是 ， 我 已 担任 总统 办公厅 主任 四年 八个 月 啦 。 """,我当了四年八个月的总统参谋长.,"
「好吧，结果是我担任了四年八个月的总统首席助手。」","""well，原来我在总统办公厅担任首席秘书已经四年八个月了。""",0.223440015,0.419313935,0.33541019662496846
Mr Ivanov took up the post in December 2011 .,伊万诺夫 先生 于 2011 年 12 月 担任 此职 。,Ivanov先生于2011年12月就职.,"
伊万诺夫于2011年12月上任。 (Yī wàn nuò fū zhī yuè 2011 nián 12 yuè shàng jīng.)",{Mr Ivanov 就任于 2011 年 12 月。},0.577616295,0.138013112,0.4714045207910317
he served previously as a deputy prime minister and defence minister .,在此之前 ， 他 担任 副 总理 和 国防部长 。,他曾经担任过副总理和国防部长.,"
他之前曾任副总理和国防部长。",他先前曾担任副首相和国防部长。,0.5,0.518058633,0.42257712736425823
